Age Range,Covid Vacc Date,BlackCum,BlackCount,Black total,MixedCum,MixedCount,Mixed total,OtherCum,OtherCount,Other total,SouthAsianCum,SouthAsianCount,South Asian total,UnknownCum,UnknownCount,Unknown total,WhiteCum,WhiteCount,White total
55-59,2021-01-06,455,49,31038,245,28,12306,406,42,22344,1666,119,60228,2506,252,165452,24514,2562,1221535
55-59,2021-01-07,539,84,31038,273,28,12306,455,49,22344,1869,203,60228,2870,364,165452,28518,4004,1221535
55-59,2021-01-08,623,84,31038,308,35,12306,518,63,22344,2093,224,60228,3269,399,165452,32711,4193,1221535
55-59,2021-01-09,679,56,31038,343,35,12306,567,49,22344,2254,161,60228,3661,392,165452,36519,3808,1221535
55-59,2021-01-10,714,35,31038,357,14,12306,595,28,22344,2359,105,60228,3871,210,165452,38724,2205,1221535
55-59,2021-01-11,770,56,31038,392,35,12306,630,35,22344,2478,119,60228,4172,301,165452,42000,3276,1221535
55-59,2021-01-12,854,84,31038,427,35,12306,686,56,22344,2625,147,60228,4550,378,165452,46214,4214,1221535
55-59,2021-01-13,952,98,31038,469,42,12306,742,56,22344,2807,182,60228,5005,455,165452,50757,4543,1221535
55-59,2021-01-14,1057,105,31038,504,35,12306,791,49,22344,3017,210,60228,5481,476,165452,55818,5061,1221535
55-59,2021-01-15,1183,126,31038,546,42,12306,854,63,22344,3220,203,60228,6006,525,165452,61474,5656,1221535
55-59,2021-01-16,1274,91,31038,581,35,12306,903,49,22344,3437,217,60228,6524,518,165452,66297,4823,1221535
55-59,2021-01-17,1344,70,31038,609,28,12306,938,35,22344,3556,119,60228,6846,322,165452,69580,3283,1221535
55-59,2021-01-18,1435,91,31038,651,42,12306,987,49,22344,3696,140,60228,7231,385,165452,73269,3689,1221535
55-59,2021-01-19,1547,112,31038,693,42,12306,1043,56,22344,3864,168,60228,7644,413,165452,77532,4263,1221535
55-59,2021-01-20,1659,112,31038,742,49,12306,1092,49,22344,4095,231,60228,8064,420,165452,82369,4837,1221535
55-59,2021-01-21,1799,140,31038,791,49,12306,1134,42,22344,4270,175,60228,8512,448,165452,87318,4949,1221535
55-59,2021-01-22,1946,147,31038,833,42,12306,1211,77,22344,4494,224,60228,9002,490,165452,92967,5649,1221535
55-59,2021-01-23,2037,91,31038,889,56,12306,1260,49,22344,4669,175,60228,9394,392,165452,97545,4578,1221535
55-59,2021-01-24,2114,77,31038,910,21,12306,1288,28,22344,4760,91,60228,9646,252,165452,100324,2779,1221535
55-59,2021-01-25,2198,84,31038,945,35,12306,1330,42,22344,4879,119,60228,9954,308,165452,103607,3283,1221535
55-59,2021-01-26,2296,98,31038,980,35,12306,1379,49,22344,5047,168,60228,10304,350,165452,107212,3605,1221535
55-59,2021-01-27,2415,119,31038,1022,42,12306,1421,42,22344,5201,154,60228,10626,322,165452,110621,3409,1221535
55-59,2021-01-28,2541,126,31038,1064,42,12306,1463,42,22344,5348,147,60228,10955,329,165452,114198,3577,1221535
55-59,2021-01-29,2667,126,31038,1113,49,12306,1519,56,22344,5544,196,60228,11333,378,165452,118265,4067,1221535
55-59,2021-01-30,2737,70,31038,1148,35,12306,1561,42,22344,5712,168,60228,11613,280,165452,121639,3374,1221535
55-59,2021-01-31,2786,49,31038,1176,28,12306,1568,7,22344,5873,161,60228,11851,238,165452,123949,2310,1221535
55-59,2021-02-01,2856,70,31038,1204,28,12306,1589,21,22344,5985,112,60228,12026,175,165452,126224,2275,1221535
55-59,2021-02-02,2933,77,31038,1232,28,12306,1631,42,22344,6146,161,60228,12257,231,165452,128709,2485,1221535
55-59,2021-02-03,3017,84,31038,1281,49,12306,1666,35,22344,6356,210,60228,12467,210,165452,131544,2835,1221535
55-59,2021-02-04,3136,119,31038,1309,28,12306,1701,35,22344,6573,217,60228,12733,266,165452,134568,3024,1221535
55-59,2021-02-05,3234,98,31038,1344,35,12306,1750,49,22344,6776,203,60228,13013,280,165452,137620,3052,1221535
55-59,2021-02-06,3318,84,31038,1379,35,12306,1792,42,22344,6972,196,60228,13279,266,165452,140574,2954,1221535
55-59,2021-02-07,3360,42,31038,1400,21,12306,1820,28,22344,7105,133,60228,13440,161,165452,142338,1764,1221535
55-59,2021-02-08,3423,63,31038,1421,21,12306,1834,14,22344,7224,119,60228,13573,133,165452,144018,1680,1221535
55-59,2021-02-09,3500,77,31038,1442,21,12306,1862,28,22344,7385,161,60228,13769,196,165452,146307,2289,1221535
55-59,2021-02-10,3619,119,31038,1470,28,12306,1904,42,22344,7700,315,60228,14000,231,165452,149086,2779,1221535
55-59,2021-02-11,3773,154,31038,1540,70,12306,1981,77,22344,8106,406,60228,14329,329,165452,152908,3822,1221535
55-59,2021-02-12,3941,168,31038,1610,70,12306,2086,105,22344,8547,441,60228,14672,343,165452,158193,5285,1221535
55-59,2021-02-13,4088,147,31038,1659,49,12306,2184,98,22344,9044,497,60228,15057,385,165452,163261,5068,1221535
55-59,2021-02-14,4151,63,31038,1701,42,12306,2247,63,22344,9485,441,60228,15358,301,165452,166677,3416,1221535
55-59,2021-02-15,4235,84,31038,1750,49,12306,2310,63,22344,9877,392,60228,15638,280,165452,170044,3367,1221535
55-59,2021-02-16,4382,147,31038,1820,70,12306,2436,126,22344,10437,560,60228,16289,651,165452,179403,9359,1221535
55-59,2021-02-17,4620,238,31038,1953,133,12306,2618,182,22344,11312,875,60228,17339,1050,165452,197526,18123,1221535
55-59,2021-02-18,4858,238,31038,2051,98,12306,2807,189,22344,12201,889,60228,18389,1050,165452,214991,17465,1221535
55-59,2021-02-19,5047,189,31038,2163,112,12306,2968,161,22344,12943,742,60228,19243,854,165452,228361,13370,1221535
55-59,2021-02-20,5250,203,31038,2254,91,12306,3094,126,22344,13545,602,60228,20118,875,165452,242088,13727,1221535
55-59,2021-02-21,5341,91,31038,2282,28,12306,3164,70,22344,13916,371,60228,20461,343,165452,246673,4585,1221535
55-59,2021-02-22,5460,119,31038,2317,35,12306,3248,84,22344,14371,455,60228,20825,364,165452,252273,5600,1221535
55-59,2021-02-23,5698,238,31038,2436,119,12306,3430,182,22344,15092,721,60228,21784,959,165452,266910,14637,1221535
55-59,2021-02-24,5971,273,31038,2555,119,12306,3668,238,22344,16009,917,60228,23002,1218,165452,286237,19327,1221535
55-59,2021-02-25,6321,350,31038,2723,168,12306,3955,287,22344,17192,1183,60228,24304,1302,165452,306530,20293,1221535
55-59,2021-02-26,6692,371,31038,2898,175,12306,4256,301,22344,18298,1106,60228,25788,1484,165452,328517,21987,1221535
55-59,2021-02-27,7014,322,31038,3052,154,12306,4473,217,22344,19138,840,60228,27013,1225,165452,345562,17045,1221535
55-59,2021-02-28,7147,133,31038,3101,49,12306,4557,84,22344,19572,434,60228,27447,434,165452,351092,5530,1221535
55-59,2021-03-01,7224,77,31038,3143,42,12306,4627,70,22344,19831,259,60228,27846,399,165452,355453,4361,1221535
55-59,2021-03-02,7336,112,31038,3192,49,12306,4767,140,22344,20146,315,60228,28336,490,165452,360864,5411,1221535
55-59,2021-03-03,7539,203,31038,3290,98,12306,4942,175,22344,20727,581,60228,29204,868,165452,370783,9919,1221535
55-59,2021-03-04,7756,217,31038,3381,91,12306,5117,175,22344,21553,826,60228,30247,1043,165452,384384,13601,1221535
55-59,2021-03-05,8050,294,31038,3542,161,12306,5411,294,22344,22407,854,60228,31738,1491,165452,401317,16933,1221535
55-59,2021-03-06,8365,315,31038,3696,154,12306,5712,301,22344,23324,917,60228,33348,1610,165452,420147,18830,1221535
55-59,2021-03-07,8477,112,31038,3738,42,12306,5803,91,22344,23660,336,60228,33824,476,165452,426230,6083,1221535
55-59,2021-03-08,8596,119,31038,3801,63,12306,5915,112,22344,24066,406,60228,34552,728,165452,434175,7945,1221535
55-59,2021-03-09,8904,308,31038,3927,126,12306,6167,252,22344,24822,756,60228,35700,1148,165452,445921,11746,1221535
55-59,2021-03-10,9156,252,31038,4046,119,12306,6475,308,22344,25627,805,60228,37429,1729,165452,461237,15316,1221535
55-59,2021-03-11,9450,294,31038,4200,154,12306,6762,287,22344,26355,728,60228,39662,2233,165452,480312,19075,1221535
55-59,2021-03-12,9919,469,31038,4431,231,12306,7196,434,22344,27720,1365,60228,43309,3647,165452,510538,30226,1221535
55-59,2021-03-13,10661,742,31038,4837,406,12306,7882,686,22344,29589,1869,60228,48965,5656,165452,561358,50820,1221535
55-59,2021-03-14,10997,336,31038,5026,189,12306,8169,287,22344,30534,945,60228,52136,3171,165452,588259,26901,1221535
55-59,2021-03-15,11592,595,31038,5341,315,12306,8743,574,22344,32158,1624,60228,58226,6090,165452,635705,47446,1221535
55-59,2021-03-16,12194,602,31038,5712,371,12306,9394,651,22344,33698,1540,60228,65716,7490,165452,689010,53305,1221535
55-59,2021-03-17,12761,567,31038,6041,329,12306,9989,595,22344,35315,1617,60228,72604,6888,165452,737604,48594,1221535
55-59,2021-03-18,13342,581,31038,6370,329,12306,10514,525,22344,36589,1274,60228,79618,7014,165452,785792,48188,1221535
55-59,2021-03-19,14063,721,31038,6699,329,12306,11074,560,22344,38122,1533,60228,87101,7483,165452,838229,52437,1221535
55-59,2021-03-20,14903,840,31038,7091,392,12306,11711,637,22344,39858,1736,60228,95774,8673,165452,899304,61075,1221535
55-59,2021-03-21,15260,357,31038,7259,168,12306,12068,357,22344,40691,833,60228,100198,4424,165452,927584,28280,1221535
55-59,2021-03-22,15631,371,31038,7420,161,12306,12460,392,22344,41377,686,60228,104111,3913,165452,951286,23702,1221535
55-59,2021-03-23,15967,336,31038,7581,161,12306,12817,357,22344,42035,658,60228,107457,3346,165452,972335,21049,1221535
55-59,2021-03-24,16324,357,31038,7735,154,12306,13118,301,22344,42707,672,60228,110341,2884,165452,990094,17759,1221535
55-59,2021-03-25,16695,371,31038,7875,140,12306,13384,266,22344,43330,623,60228,112938,2597,165452,1006292,16198,1221535
55-59,2021-03-26,17059,364,31038,8029,154,12306,13629,245,22344,43974,644,60228,115836,2898,165452,1023673,17381,1221535
55-59,2021-03-27,17535,476,31038,8218,189,12306,13937,308,22344,44765,791,60228,119168,3332,165452,1043091,19418,1221535
55-59,2021-03-28,17752,217,31038,8344,126,12306,14140,203,22344,45164,399,60228,121135,1967,165452,1054102,11011,1221535
55-59,2021-03-29,17955,203,31038,8407,63,12306,14343,203,22344,45486,322,60228,122605,1470,165452,1062320,8218,1221535
55-59,2021-03-30,18137,182,31038,8484,77,12306,14511,168,22344,45822,336,60228,123788,1183,165452,1069236,6916,1221535
55-59,2021-03-31,18375,238,31038,8561,77,12306,14672,161,22344,46165,343,60228,124838,1050,165452,1075851,6615,1221535
55-59,2021-04-01,18501,126,31038,8603,42,12306,14770,98,22344,46403,238,60228,125580,742,165452,1080380,4529,1221535
55-59,2021-04-02,18578,77,31038,8638,35,12306,14833,63,22344,46515,112,60228,126196,616,165452,1084069,3689,1221535
55-59,2021-04-03,18704,126,31038,8673,35,12306,14910,77,22344,46704,189,60228,126840,644,165452,1088045,3976,1221535
55-59,2021-04-04,18746,42,31038,8687,14,12306,14952,42,22344,46788,84,60228,127162,322,165452,1090068,2023,1221535
55-59,2021-04-05,18767,21,31038,8694,7,12306,14980,28,22344,46837,49,60228,127274,112,165452,1090929,861,1221535
55-59,2021-04-06,18809,42,31038,8708,14,12306,15015,35,22344,46942,105,60228,127470,196,165452,1092238,1309,1221535
55-59,2021-04-07,18879,70,31038,8722,14,12306,15064,49,22344,47061,119,60228,127715,245,165452,1093722,1484,1221535
55-59,2021-04-08,18935,56,31038,8736,14,12306,15092,28,22344,47180,119,60228,127897,182,165452,1095010,1288,1221535
55-59,2021-04-09,19012,77,31038,8757,21,12306,15127,35,22344,47313,133,60228,128170,273,165452,1096753,1743,1221535
55-59,2021-04-10,19075,63,31038,8778,21,12306,15169,42,22344,47418,105,60228,128408,238,165452,1098489,1736,1221535
55-59,2021-04-11,19117,42,31038,8785,7,12306,15190,21,22344,47474,56,60228,128506,98,165452,1099042,553,1221535
55-59,2021-04-12,19145,28,31038,8799,14,12306,15204,14,22344,47509,35,60228,128597,91,165452,1099546,504,1221535
55-59,2021-04-13,19173,28,31038,8806,7,12306,15225,21,22344,47551,42,60228,128688,91,165452,1100113,567,1221535
55-59,2021-04-14,19208,35,31038,8813,7,12306,15246,21,22344,47600,49,60228,128779,91,165452,1100652,539,1221535
55-59,2021-04-15,19236,28,31038,8827,14,12306,15267,21,22344,47663,63,60228,128870,91,165452,1101184,532,1221535
55-59,2021-04-16,19271,35,31038,8834,7,12306,15274,7,22344,47705,42,60228,128982,112,165452,1101758,574,1221535
55-59,2021-04-17,19313,42,31038,8848,14,12306,15302,28,22344,47768,63,60228,129080,98,165452,1102353,595,1221535
55-59,2021-04-18,19327,14,31038,8848,0,12306,15316,14,22344,47817,49,60228,129122,42,165452,1102633,280,1221535
55-59,2021-04-19,19348,21,31038,8862,14,12306,15337,21,22344,47845,28,60228,129178,56,165452,1102920,287,1221535
55-59,2021-04-20,19362,14,31038,8869,7,12306,15344,7,22344,47880,35,60228,129227,49,165452,1103221,301,1221535
55-59,2021-04-21,19390,28,31038,8876,7,12306,15365,21,22344,47901,21,60228,129297,70,165452,1103585,364,1221535
55-59,2021-04-22,19418,28,31038,8883,7,12306,15386,21,22344,47943,42,60228,129360,63,165452,1104012,427,1221535
55-59,2021-04-23,19446,28,31038,8890,7,12306,15407,21,22344,47985,42,60228,129430,70,165452,1104418,406,1221535
55-59,2021-04-24,19481,35,31038,8904,14,12306,15435,28,22344,48041,56,60228,129528,98,165452,1104880,462,1221535
55-59,2021-04-25,19502,21,31038,8904,0,12306,15442,7,22344,48069,28,60228,129577,49,165452,1105111,231,1221535
55-59,2021-04-26,19523,21,31038,8911,7,12306,15456,14,22344,48097,28,60228,129626,49,165452,1105398,287,1221535
55-59,2021-04-27,19544,21,31038,8918,7,12306,15484,28,22344,48132,35,60228,129696,70,165452,1105748,350,1221535
55-59,2021-04-28,19565,21,31038,8925,7,12306,15512,28,22344,48174,42,60228,129766,70,165452,1106063,315,1221535
55-59,2021-04-29,19593,28,31038,8939,14,12306,15526,14,22344,48216,42,60228,129829,63,165452,1106441,378,1221535
55-59,2021-04-30,19614,21,31038,8946,7,12306,15533,7,22344,48272,56,60228,129885,56,165452,1106812,371,1221535
55-59,2021-05-01,19635,21,31038,8953,7,12306,15547,14,22344,48307,35,60228,129955,70,165452,1107106,294,1221535
55-59,2021-05-02,19642,7,31038,8960,7,12306,15547,0,22344,48342,35,60228,129969,14,165452,1107260,154,1221535
55-59,2021-05-03,19656,14,31038,8960,0,12306,15554,7,22344,48356,14,60228,129983,14,165452,1107337,77,1221535
55-59,2021-05-04,19670,14,31038,8960,0,12306,15561,7,22344,48384,28,60228,130011,28,165452,1107533,196,1221535
55-59,2021-05-05,19691,21,31038,8967,7,12306,15575,14,22344,48419,35,60228,130067,56,165452,1107799,266,1221535
55-59,2021-05-06,19712,21,31038,8974,7,12306,15596,21,22344,48461,42,60228,130123,56,165452,1108135,336,1221535
55-59,2021-05-07,19740,28,31038,8981,7,12306,15617,21,22344,48496,35,60228,130186,63,165452,1108457,322,1221535
55-59,2021-05-08,19768,28,31038,8995,14,12306,15631,14,22344,48538,42,60228,130242,56,165452,1108835,378,1221535
55-59,2021-05-09,19782,14,31038,9002,7,12306,15645,14,22344,48566,28,60228,130277,35,165452,1109017,182,1221535
55-59,2021-05-10,19796,14,31038,9002,0,12306,15659,14,22344,48601,35,60228,130319,42,165452,1109234,217,1221535
55-59,2021-05-11,19817,21,31038,9009,7,12306,15673,14,22344,48657,56,60228,130389,70,165452,1109528,294,1221535
55-59,2021-05-12,19845,28,31038,9023,14,12306,15694,21,22344,48713,56,60228,130459,70,165452,1109976,448,1221535
55-59,2021-05-13,19887,42,31038,9030,7,12306,15708,14,22344,48776,63,60228,130550,91,165452,1110445,469,1221535
55-59,2021-05-14,19922,35,31038,9044,14,12306,15736,28,22344,48846,70,60228,130620,70,165452,1110844,399,1221535
55-59,2021-05-15,19957,35,31038,9058,14,12306,15750,14,22344,48944,98,60228,130718,98,165452,1111306,462,1221535
55-59,2021-05-16,19971,14,31038,9065,7,12306,15764,14,22344,48986,42,60228,130767,49,165452,1111551,245,1221535
55-59,2021-05-17,19992,21,31038,9065,0,12306,15771,7,22344,49028,42,60228,130788,21,165452,1111754,203,1221535
55-59,2021-05-18,20020,28,31038,9072,7,12306,15792,21,22344,49091,63,60228,130844,56,165452,1112090,336,1221535
55-59,2021-05-19,20041,21,31038,9086,14,12306,15827,35,22344,49182,91,60228,130935,91,165452,1112531,441,1221535
55-59,2021-05-20,20076,35,31038,9093,7,12306,15855,28,22344,49287,105,60228,131005,70,165452,1112993,462,1221535
55-59,2021-05-21,20104,28,31038,9100,7,12306,15862,7,22344,49336,49,60228,131068,63,165452,1113364,371,1221535
55-59,2021-05-22,20146,42,31038,9107,7,12306,15890,28,22344,49413,77,60228,131159,91,165452,1113791,427,1221535
55-59,2021-05-23,20167,21,31038,9114,7,12306,15897,7,22344,49462,49,60228,131201,42,165452,1113994,203,1221535
55-59,2021-05-24,20188,21,31038,9121,7,12306,15911,14,22344,49511,49,60228,131243,42,165452,1114197,203,1221535
55-59,2021-05-25,20209,21,31038,9135,14,12306,15925,14,22344,49574,63,60228,131299,56,165452,1114561,364,1221535
55-59,2021-05-26,20237,28,31038,9149,14,12306,15946,21,22344,49644,70,60228,131376,77,165452,1115009,448,1221535
55-59,2021-05-27,20272,35,31038,9163,14,12306,15967,21,22344,49728,84,60228,131467,91,165452,1115429,420,1221535
55-59,2021-05-28,20293,21,31038,9170,7,12306,15995,28,22344,49784,56,60228,131530,63,165452,1115786,357,1221535
55-59,2021-05-29,20328,35,31038,9177,7,12306,16016,21,22344,49868,84,60228,131607,77,165452,1116150,364,1221535
55-59,2021-05-30,20342,14,31038,9184,7,12306,16037,21,22344,49924,56,60228,131649,42,165452,1116346,196,1221535
55-59,2021-05-31,20356,14,31038,9184,0,12306,16044,7,22344,49959,35,60228,131670,21,165452,1116493,147,1221535
55-59,2021-06-01,20377,21,31038,9191,7,12306,16058,14,22344,49994,35,60228,131712,42,165452,1116731,238,1221535
55-59,2021-06-02,20398,21,31038,9198,7,12306,16065,7,22344,50043,49,60228,131754,42,165452,1117011,280,1221535
55-59,2021-06-03,20419,21,31038,9205,7,12306,16079,14,22344,50092,49,60228,131810,56,165452,1117333,322,1221535
55-59,2021-06-04,20461,42,31038,9205,0,12306,16093,14,22344,50141,49,60228,131859,49,165452,1117648,315,1221535
55-59,2021-06-05,20482,21,31038,9212,7,12306,16107,14,22344,50211,70,60228,131936,77,165452,1118054,406,1221535
55-59,2021-06-06,20496,14,31038,9219,7,12306,16121,14,22344,50246,35,60228,131978,42,165452,1118271,217,1221535
55-59,2021-06-07,20510,14,31038,9226,7,12306,16128,7,22344,50274,28,60228,132020,42,165452,1118481,210,1221535
55-59,2021-06-08,20524,14,31038,9233,7,12306,16149,21,22344,50309,35,60228,132055,35,165452,1118677,196,1221535
55-59,2021-06-09,20545,21,31038,9240,7,12306,16170,21,22344,50358,49,60228,132104,49,165452,1118929,252,1221535
55-59,2021-06-10,20566,21,31038,9240,0,12306,16177,7,22344,50400,42,60228,132160,56,165452,1119139,210,1221535
55-59,2021-06-11,20594,28,31038,9254,14,12306,16191,14,22344,50449,49,60228,132195,35,165452,1119398,259,1221535
55-59,2021-06-12,20622,28,31038,9261,7,12306,16212,21,22344,50512,63,60228,132251,56,165452,1119699,301,1221535
55-59,2021-06-13,20636,14,31038,9261,0,12306,16219,7,22344,50533,21,60228,132293,42,165452,1119853,154,1221535
